01_rgi60_Alaska ERRTHICKNESS_RGI-1.1_2021July01.tif ERRTHICKNESS_RGI-1.2_2021July01.tif ERRTHICKNESS_RGI-1.3_2021July01.tif ERRTHICKNESS_RGI-1.4_2021July01.tif ERRTHICKNESS_RGI-1.5_2021July01.tif         
02_rgi60_WesternCanadaUS ERRTHICKNESS_RGI-2.1_2021July09.tif ERRTHICKNESS_RGI-2.2_2021July09.tif ERRTHICKNESS_RGI-2.3_2021July09.tif ERRTHICKNESS_RGI-2.4_2021July09.tif          
03_rgi60_ArcticCanadaNorth ERRTHICKNESS_RGI-3_2021August26.tif             
04_rgi60_ArcticCanadaNorth ERRTHICKNESS_RGI-4.1_2021July09.tif ERRTHICKNESS_RGI-4.2_2021July09.tif            
05_rgi60_GreenlandPeriphery ERRTHICKNESS_RGI-5.1_2022February24.tif ERRTHICKNESS_RGI-5.2_2022February24.tif ERRTHICKNESS_RGI-5.3_2022February24.tif ERRTHICKNESS_RGI-5.4_2022February24.tif ERRTHICKNESS_RGI-5.5_2022February24.tif ERRTHICKNESS_RGI-5.6_2022February24.tif ERRTHICKNESS_RGI-5.7_2022February24.tif       
06_rgi60_Iceland ERRTHICKNESS_RGI-6_2021July09.tif             
07_rgi60_Svalbard ERRTHICKNESS_RGI-7.1_2021July09.tif ERRTHICKNESS_RGI-7.2_2021July09.tif            
08_rgi60_Scandinavia ERRTHICKNESS_RGI-8.1_2021July09.tif ERRTHICKNESS_RGI-8.2_2021July09.tif            
09_rgi60_RussianArctic ERRTHICKNESS_RGI-9.1_2021July09.tif ERRTHICKNESS_RGI-9.2_2021July09.tif ERRTHICKNESS_RGI-9.3_2021July09.tif           
10_rgi60_NorthAsia ERRTHICKNESS_RGI-10.1_2021July09.tif ERRTHICKNESS_RGI-10.1_2021July09.tif            
11_rgi60_CentralEurope ERRTHICKNESS_RGI-11_2021July09.tif             
12_rgi60_CaucasusMiddleEast ERRTHICKNESS_RGI-12_2021July09.tif             
13_rgi60_CentralAsia              
14_rgi60_SouthAsiaWest ERRTHICKNESS_RGI-13-15.1_2022February10.tif ERRTHICKNESS_RGI-13-15.2_2022February10.tif ERRTHICKNESS_RGI-13-15.3_2022February10.tif ERRTHICKNESS_RGI-13-15.4_2022February10.tif ERRTHICKNESS_RGI-13-15.5_2022February10.tif ERRTHICKNESS_RGI-13-15.6_2022February10.tif ERRTHICKNESS_RGI-13-15.7_2022February10.tif ERRTHICKNESS_RGI-13-15.8_2022February10.tif ERRTHICKNESS_RGI-13-15.9_2022February10.tif ERRTHICKNESS_RGI-13-15.10_2022February10.tif ERRTHICKNESS_RGI-13-15.11_2022February10.tif ERRTHICKNESS_RGI-13-15.12_2022February10.tif ERRTHICKNESS_RGI-13-15.13_2022February10.tif ERRTHICKNESS_RGI-13-15.14_2022February10.tif
15_rgi60_SouthAsiaEast              
16_rgi60_LowLatitudes ERRTHICKNESS_RGI-16.1_2021July09.tif ERRTHICKNESS_RGI-16.2_2021July09.tif            
17_rgi60_SouthernAndes ERRTHICKNESS_RGI-17.1_2021July09.tif ERRTHICKNESS_RGI-17.2_2021July09.tif ERRTHICKNESS_RGI-17.3_2021July09.tif ERRTHICKNESS_RGI-17.4_2021July09.tif ERRTHICKNESS_RGI-17.5_2021July09.tif ERRTHICKNESS_RGI-17.6_2021July09.tif ERRTHICKNESS_RGI-17.7_2021July09.tif ERRTHICKNESS_RGI-17.8_2021July09.tif      
18_rgi60_NewZealand ERRTHICKNESS_RGI-18_2021July09.tif             
19_rgi60_AntarcticSubantarctic ERRTHICKNESS_RGI-19.1_2021July09.tif ERRTHICKNESS_RGI-19.2_2021July09.tif ERRTHICKNESS_RGI-19.3_2021July09.tif ERRTHICKNESS_RGI-19.4_2021July09.tif ERRTHICKNESS_RGI-19.5_2021July09.tif         
